id,name,code,type
9970,LOT EL AQUEL,60040,DISTRICT
9971,LOT KADA HOUSSINE,60040,DISTRICT
9972,LOT KHALFAOUI,60040,DISTRICT
9973,LOT LAAKEL,60040,DISTRICT
9974,LOT MANAR,60040,DISTRICT
9975,LOT MILLITAIRE,60040,DISTRICT
9976,LOT MOUNIA,60040,DISTRICT
9977,LOT RGHIOUI TRIK TAZA,60040,DISTRICT
9978,LOT TAOUFIQ BOULOUIZ,60040,DISTRICT
9979,LOTISSEMENT BEN ADDI,60040,DISTRICT
9980,LOTISSEMENT RGHIOUI TRIK TAZA,60040,DISTRICT
9981,QUARTIER AL HANAA 1,60040,DISTRICT
9982,QUARTIER AL HAY ASKARI,60040,DISTRICT
9983,QUARTIER AL IRFANE,60040,DISTRICT
9984,QUARTIER AL JAOUHARA,60040,DISTRICT
9985,QUARTIER AL KHALLOUFI,60040,DISTRICT
9986,QUARTIER ALMIRALI,60040,DISTRICT
9987,QUARTIER ARRIADI,60040,DISTRICT
9988,QUARTIER BEN ADDI 2,60040,DISTRICT
9989,QUARTIER BOUBOU,60040,DISTRICT
9990,QUARTIER EL FIRDAOUSS 1,60040,DISTRICT
9991,QUARTIER EL FIRDAOUSS 1,60040,DISTRICT
9992,QUARTIER EL JORF LAKHDAR,60040,DISTRICT
9993,QUARTIER EL MALAAB,60040,DISTRICT
9994,QUARTIER EL MHARCHI,60040,DISTRICT
9995,QUARTIER EL MOUAHIDINE,60040,DISTRICT
9996,QUARTIER ELALAMA,60040,DISTRICT
9997,QUARTIER ENNEGGADI,60040,DISTRICT
9998,QUARTIER ENNILOU,60040,DISTRICT
9999,QUARTIER ENNOUR,60040,DISTRICT
10000,QUARTIER ESSALAM,60040,DISTRICT
10001,QUARTIER ESSAMARA,60040,DISTRICT
10002,QUARTIER GATTAR,60040,DISTRICT
10003,QUARTIER HELLOU,60040,DISTRICT
10004,QUARTIER HOUAR,60040,DISTRICT
10005,QUARTIER IBN KHALDOUN ARRIADI,60040,DISTRICT
10006,QUARTIER JERDA,60040,DISTRICT
10007,QUARTIER M18,60040,DISTRICT
10008,QUARTIER M38,60040,DISTRICT
10009,QUARTIER MARDI BOUJAMAA,60040,DISTRICT
10010,QUARTIER MCHIOUER,60040,DISTRICT
10011,QUARTIER MOUNIA,60040,DISTRICT
10012,QUARTIER NAHDA,60040,DISTRICT
10013,QUARTIER OUED NACHEF,60040,DISTRICT
10014,QUARTIER OULD CHRIF,60040,DISTRICT
10015,QUARTIER OURRAOUI,60040,DISTRICT
10016,QUARTIER SABOUNI,60040,DISTRICT
10017,QUARTIER SAIDI,60040,DISTRICT
10018,QUARTIER SI LAKHDAR,60040,DISTRICT
10019,QUARTIER TOUHAMI,60040,DISTRICT
10020,QUARTIER TRIK TAZA,60040,DISTRICT
10021,QUARTIER DES EMIRATES,60050,DISTRICT
10022,HAY AL ENARA,60050,DISTRICT
10023,HAY BOUARFA,60050,DISTRICT
10024,HAY EL MASSAKINE,60050,DISTRICT
10025,HAY HAKKOU I,60050,DISTRICT
10026,HAY HAKKOU II,60050,DISTRICT
10027,HAY HAKKOU III,60050,DISTRICT
10028,HAY JDID,60050,DISTRICT
10029,HAY NAJD I,60050,DISTRICT
10030,HAY NAJD II,60050,DISTRICT
10031,HAY PAM,60050,DISTRICT
10032,HAY SIDI MAAFA,60050,DISTRICT
10033,HAY ZITOUNE,60050,DISTRICT
10034,LOT AK KHALFAOUI,60050,DISTRICT
10035,LOT BEN MIMOUNE,60050,DISTRICT
10036,LOT EL ERFANE,60050,DISTRICT
10037,LOT EL HANAE,60050,DISTRICT
10038,LOT HASSANIA,60050,DISTRICT
10039,LOT SAADA,60050,DISTRICT
10040,LOT TALHAOUI,60050,DISTRICT
10041,LOTISSEMENT AL KHALFAOUI,60050,DISTRICT
10042,QUARTIER A,60050,DISTRICT
10043,QUARTIER AL AMAL,60050,DISTRICT
10044,QUARTIER AL ANDALOUSS,60050,DISTRICT
10045,QUARTIER AL AQAL,60050,DISTRICT
10046,QUARTIER AL BOUSTANE,60050,DISTRICT
10047,QUARTIER AL HIKMA,60050,DISTRICT
10048,QUARTIER AL JADID,60050,DISTRICT
10049,QUARTIER AL MOUSTAKBAL,60050,DISTRICT
10050,QUARTIER AL QODS,60050,DISTRICT
10051,QUARTIER ALHANNA 1,60050,DISTRICT
10052,QUARTIER ALISRAE,60050,DISTRICT
10053,QUARTIER ALKADISSIA,60050,DISTRICT
10054,QUARTIER ATTALIBA,60050,DISTRICT
10055,QUARTIER B,60050,DISTRICT
10056,QUARTIER BALLAOUI,60050,DISTRICT
10057,QUARTIER BELMRAH,60050,DISTRICT
10058,QUARTIER BEN MIRA,60050,DISTRICT
10059,QUARTIER CHARAM CHEIKH,60050,DISTRICT
10060,QUARTIER CHATILLA,60050,DISTRICT
10061,QUARTIER DES EMIRATES,60050,DISTRICT
10062,QUARTIER EL MAKSAM,60050,DISTRICT
10063,QUARTIER EL QODS,60050,DISTRICT
10064,QUARTIER ELHANAA 2,60050,DISTRICT
10065,QUARTIER EMARATE,60050,DISTRICT
10066,QUARTIER ENNOUR,60050,DISTRICT
10067,QUARTIER ERIDA,60050,DISTRICT
10068,QUARTIER ERRDA,60050,DISTRICT
10069,QUARTIER HAKOU,60050,DISTRICT
10070,QUARTIER I,60050,DISTRICT
10071,QUARTIER INARA,60050,DISTRICT
10072,QUARTIER INTILAKA,60050,DISTRICT
10073,QUARTIER KADA ET LIATNI,60050,DISTRICT
10074,QUARTIER KAFARKACEM,60050,DISTRICT
10075,QUARTIER KODDAN,60050,DISTRICT
10076,QUARTIER LAALAJ,60050,DISTRICT
10077,QUARTIER LALLA AICHA,60050,DISTRICT
10078,QUARTIER LES IRISS,60050,DISTRICT
10079,QUARTIER MAKSAM,60050,DISTRICT
10080,QUARTIER MEHDI,60050,DISTRICT
10081,QUARTIER O,60050,DISTRICT
10082,QUARTIER OUAD AL MAKHAZINE,60050,DISTRICT
10083,QUARTIER  P,60050,DISTRICT
10084,QUARTIER Q,60050,DISTRICT
10085,QUARTIER RAS OUSFOUR,60050,DISTRICT
10086,QUARTIER EL MAKSAM,60050,DISTRICT
10087,QUARTIER RIAD ASSALAM,60050,DISTRICT
10088,QUARTIER S,60050,DISTRICT
10089,QUARTIER SAYDA,60050,DISTRICT
10090,QUARTIER SIDI MAAFA,60050,DISTRICT
10091,QUARTIER SIDI YAHYA,60050,DISTRICT
10092,QUARTIER EL QODS,60050,DISTRICT
10093,QUARTIER TALHAOUI 1,60050,DISTRICT
10094,QUARTIER TALHAOUI 2,60050,DISTRICT
10095,QUARTIER UNIVERSITAIRE,60050,DISTRICT
10096,QUARTIER WIAM,60050,DISTRICT
10097,QUARTIER Z,60050,DISTRICT
10098,CENTRE VILLE,62000,DISTRICT
10099,HAY EL IDARI,62000,DISTRICT
10100,QUARTIER 16,62000,DISTRICT
10101,QUARTIER 54,62000,DISTRICT
10102,QUARTIER 56,62000,DISTRICT
10103,QUARTIER EAUX ET FORET,62000,DISTRICT
10104,QUARTIER ERAC,62000,DISTRICT
10105,QUARTIER LAARI CHEIKH,62000,DISTRICT
10106,QUARTIER L'OR NOIR,62000,DISTRICT
10107,QUARTIER MOULAY DRISS II,62000,DISTRICT
10108,QUARTIER OKBA IBN NAFIAA,62000,DISTRICT
10109,QUARTIER PALOMARIS,62000,DISTRICT
10110,QUARTIER PRINCE SIDI MOHAMED,62000,DISTRICT
10111,QUARTIER SOFAL,62000,DISTRICT
10112,QUARTIER TRESOR,62000,DISTRICT
10113,QUARTIER TRIBUNAL,62000,DISTRICT
10114,HAY EL MATAR,62010,DISTRICT
10115,QUARTIER BOUAROUROU,62010,DISTRICT
10116,QUARTIER CHAALA,62010,DISTRICT
10117,QUARTIER EL KHATTABI,62010,DISTRICT
10118,QUARTIER EL KINDI,62010,DISTRICT
10119,QUARTIER LAARASSI,62010,DISTRICT
10120,QUARTIER OULED BRAHIM,62010,DISTRICT
10121,QUARTIER AARID,62020,DISTRICT
10122,QUARTIER BARAKIA,62020,DISTRICT
10123,QUARTIER BOUCHOUAF,62020,DISTRICT
10124,QUARTIER OUELD LAHCEN,62020,DISTRICT
10125,QUARTIER OULED MIMOUN,62020,DISTRICT
10126,BLOC HABOUS 10,62030,DISTRICT
10127,BLOC HABOUS 8,62030,DISTRICT
10128,HAY EL ASKARI,62030,DISTRICT
10129,HAY EL MADANI,62030,DISTRICT
10130,QUARTIER ICHOUMAY,62030,DISTRICT
10131,QUARTIER IGOUNAF,62030,DISTRICT
10132,QUARTIER ISSABANEN,62030,DISTRICT
10133,QUARTIER OUELD TAYEB,62030,DISTRICT
10134,QUARTIER OULED BOUTAYEB,62030,DISTRICT
10135,QUARTIER OULED TAYEB,62030,DISTRICT
10136,QUARTIER RIGO LARIS,62030,DISTRICT
10137,QUARTIER SIDI ALI,62030,DISTRICT
10138,QUARTIER TIRAKAA,62030,DISTRICT
10139,QUARTIER TIZIGHINE,62030,DISTRICT
10140,HAY EL HASSANI,63300,DISTRICT
10141,HAY EL OUIFAQ,63300,DISTRICT
10142,HAY BOUKRAA,63300,DISTRICT
10143,HAY EL FARAH,63300,DISTRICT
10144,HAY EL HANAE,63300,DISTRICT
10145,HAY EL HASSANI,63300,DISTRICT
10146,HAY EL HASSANIE,63300,DISTRICT
10147,HAY EL MANAR,63300,DISTRICT
10148,HAY EL OUIFAQ,63300,DISTRICT
10149,HAY EL QODS,63300,DISTRICT
10150,HAY ESSAADA,63300,DISTRICT
10151,HAY ESSALAM,63300,DISTRICT
10152,HAY OUARTASSE,63300,DISTRICT
10153,HAY TAKADDOUM,63300,DISTRICT
10154,HAY ZELLAQUA,63300,DISTRICT
10155,LOT HAMZA,63300,DISTRICT
10156,LOT JDAYNI,63300,DISTRICT
10157,LOT MABROUK,63300,DISTRICT
10158,DERB HMIDOU,63310,DISTRICT
10159,HAY EL MAKTEB,63310,DISTRICT
10160,HAY EL MOUKAWAMA,63310,DISTRICT
10161,HAY JABER,63310,DISTRICT
10162,HAY ANDALOUSSE,63310,DISTRICT
10163,HAY BEN SAID SEDDIQ,63310,DISTRICT
10164,HAY EL AMAL,63310,DISTRICT
10165,HAY EL MAKTEB,63310,DISTRICT
10166,HAY EL MOUKAWAMA,63310,DISTRICT
10167,HAY JABER,63310,DISTRICT
10168,HAY LAAYOUNE,63310,DISTRICT
10169,HAY OUED EDDAHAB,63310,DISTRICT
10170,HAY PALESTINE,63310,DISTRICT
10171,HAY RIAD,63310,DISTRICT
10172,HAY SILBACHIR,63310,DISTRICT
10173,HAY TIOURAR,63310,DISTRICT
10174,LAGRABA,63310,DISTRICT
10175,LOT HAJD MAAMAR,63310,DISTRICT
10176,LOT KAEHAD,63310,DISTRICT
10177,LOT RAHMANI,63310,DISTRICT
10178,HAY MASSIRA 1ere AU 6eme TRANCHE,63320,DISTRICT
10179,HAY EL WIFAQ,63320,DISTRICT
10180,HAY RACHAD,63320,DISTRICT
10181,HAY BOUHDILA,63320,DISTRICT
10182,HAY EL FETH,63320,DISTRICT
10183,HAY EL MASSALA,63320,DISTRICT
10184,HAY EL WIFAQ,63320,DISTRICT
10185,HAY ENASR,63320,DISTRICT
10186,HAY ESSAFAE,63320,DISTRICT
10187,HAY HOURIA,63320,DISTRICT
10188,HAY MAJD,63320,DISTRICT
10189,HAY MARBOUHA,63320,DISTRICT
10190,HAY MASSIRA,63320,DISTRICT
10191,HAY MOULOUYA ,63320,DISTRICT
10192,HAY RACHAD,63320,DISTRICT
10193,HAY SALEM,63320,DISTRICT
10194,LOT MOULOIYA,63320,DISTRICT
10195,QUARTIER EL MASSIRA,63320,DISTRICT
10196,BLOC A,70000,DISTRICT
10197,BLOC O,70000,DISTRICT
10198,DIOUR CHIOUKH,70000,DISTRICT
10199,HAY AL MASSIRA,70000,DISTRICT
10200,HAY CHOUHADA,70000,DISTRICT
10201,HAY EL FARAH,70000,DISTRICT
10202,HAY EL FIDA,70000,DISTRICT
10203,HAY EL HASSANI,70000,DISTRICT
10204,HAY EL MOHAMMADI,70000,DISTRICT
10205,HAY EL QUASSAM,70000,DISTRICT
10206,HAY L'IRAK 120 LOG,70000,DISTRICT
10207,LOT IDRISS EL HARTI,70000,DISTRICT
10208,LOTISSEMENT IDRISS EL HARTI,70000,DISTRICT
10209,QUARTIER LALLA YACOUT,70000,DISTRICT
10210,QUARTIER SAHAT BADR,70000,DISTRICT
10211,RESIDENCE 23,70000,DISTRICT
10212,HAY EL ISMAILILA,70010,DISTRICT
10213,HAY EL KASSABA,70010,DISTRICT
10214,HAY EL MATAR,70010,DISTRICT
10215,HAY ESSAADA,70010,DISTRICT
10216,HAY ESSALAM,70010,DISTRICT
10217,HAY ETTAAOUNE,70010,DISTRICT
10218,HAY IDARI,70010,DISTRICT
10219,HAY SIDI MOHAMMAD,70010,DISTRICT
10220,QUARTIER KHAT RAMLA 1,70010,DISTRICT
10221,QUARTIER KHAT RAMLA 2,70010,DISTRICT
10222,QUARTIER HAY ESSALAM,70010,DISTRICT
10223,BLED OUM GRINE,70020,DISTRICT
10224,BLOC 1,70020,DISTRICT
10225,BLOC 10,70020,DISTRICT
10226,BLOC 11,70020,DISTRICT
10227,BLOC 12,70020,DISTRICT
10228,BLOC 13,70020,DISTRICT
10229,BLOC 14,70020,DISTRICT
10230,BLOC 15,70020,DISTRICT
10231,BLOC 16,70020,DISTRICT
10232,BLOC 17,70020,DISTRICT
10233,BLOC 18,70020,DISTRICT
10234,BLOC 19,70020,DISTRICT
10235,BLOC 2,70020,DISTRICT
10236,BLOC 20,70020,DISTRICT
10237,BLOC 21,70020,DISTRICT
10238,BLOC 3,70020,DISTRICT
10239,BLOC 4,70020,DISTRICT
10240,BLOC 5,70020,DISTRICT
10241,BLOC 6,70020,DISTRICT
10242,BLOC 7,70020,DISTRICT
10243,BLOC 8,70020,DISTRICT
10244,BLOC 8 BLOC G,70020,DISTRICT
10245,BLOC 9,70020,DISTRICT
10246,BLOC A1,70020,DISTRICT
10247,BLOC A2,70020,DISTRICT
10248,BLOC B MASSIRA,70020,DISTRICT
10249,BLOC BLOC A,70020,DISTRICT
10250,BLOC C1,70020,DISTRICT
10251,BLOC C2,70020,DISTRICT
10252,BLOC C3,70020,DISTRICT
10253,BLOC D,70020,DISTRICT
10254,BLOC D MASSIRA,70020,DISTRICT
10255,BLOC EL MOHAMADI,70020,DISTRICT
10256,BLOC G EL MOHA%ADI,70020,DISTRICT
10257,BLOC H MASSIRA,70020,DISTRICT
10258,BLOC K MASSIRA,70020,DISTRICT
10259,BLOC MASSIRA,70020,DISTRICT
10260,BLOC PRINCE MOULAY ABDELLAH,70020,DISTRICT
10261,BLOC T,70020,DISTRICT
10262,BLOC T MASSIRA,70020,DISTRICT
10263,BLOC W MASSIRA,70020,DISTRICT
10264,BLOC Y MASSIRA,70020,DISTRICT
10265,BLOC Z MASSIA,70020,DISTRICT
10266,BLOC Z MASSIRA,70020,DISTRICT
10267,CARRIERE CENTRALE EGIPTE,70020,DISTRICT
10268,CARRIERE CENTRALE JIDAR AL MATAR,70020,DISTRICT
10269,CARRIERE CENTRALE MOHAMMED ZERKTOUNI,70020,DISTRICT
10270,HAY MAATALLAH,70020,DISTRICT
10271,HAY MY RACHID 1,70020,DISTRICT
10272,HAY MY RACHID 2,70020,DISTRICT
10273,HAY MY RACHID 3,70020,DISTRICT
10274,HAY MY RACHID 4,70020,DISTRICT
10275,HAY MY RACHID 5,70020,DISTRICT
10276,IMMEUBLES ALBAAT,70020,DISTRICT
10277,IMMEUBLES SALAHDDINE ELAAYOUBI,70020,DISTRICT
10278,LOT 244,70020,DISTRICT
10279,LOT 707,70020,DISTRICT
10280,LOT AL AOUDA,70020,DISTRICT
10281,LOT AL WIFAQ,70020,DISTRICT
10282,LOT EL AMAL,70020,DISTRICT
10283,LOT EL FARAH,70020,DISTRICT
10284,LOT EL OUAHDA,70020,DISTRICT
10285,LOT OCP,70020,DISTRICT
10286,LOTISSEMENT 707,70020,DISTRICT
10287,LOTISSEMENT AL AOUDA,70020,DISTRICT
10288,LOTISSEMENT EL AMAL,70020,DISTRICT
10289,LOTISSEMENT EL FARAH,70020,DISTRICT
10290,LOTISSEMENT EL OUAHDA,70020,DISTRICT
10291,LOTISSEMENT ERAC,70020,DISTRICT
10292,LOTISSEMENT SAKIA EL HAMRA,70020,DISTRICT
10293,QUARTIER DES VILLAS,70020,DISTRICT
10294,HAY EL FATH,70030,DISTRICT
10295,HAY KODSS,70030,DISTRICT
10296,LOT RAHA,70030,DISTRICT
10297,CITE SUISSE,80000,DISTRICT
10298,QUARTIER ADMINISTRATIF,80000,DISTRICT
10299,QUARTIER CAP GHIR,80000,DISTRICT
10300,QUARTIER NOUVEAU TALBORJT,80000,DISTRICT
10301,QUARTIER OLM,80000,DISTRICT
10302,QUARTIER SIDI SLIMANE,80000,DISTRICT
10303,QUARTIER TALBORJT,80000,DISTRICT
10304,QUARTIER VILLE NOUVELLE,80000,DISTRICT
10305,SECTEUR MIXTE,80000,DISTRICT
10306,SECTEUR RESIDENTIEL,80000,DISTRICT
10307,CITE BALNEAIRE,80010,DISTRICT
10308,HAY FOUNTY,80010,DISTRICT
10309,QUARTIER ANCIEN PORT,80010,DISTRICT
10310,QUARTIER CORNICHE-TAWADA,80010,DISTRICT
10311,QUARTIER HAUT FOUNTY,80010,DISTRICT
10312,QUARTIER M,80010,DISTRICT
10313,QUARTIER MARINA,80010,DISTRICT
10314,QUARTIER N,80010,DISTRICT
10315,QUARTIER NOUVEAU PORT,80010,DISTRICT
10316,QUARTIER O,80010,DISTRICT
10317,QUARTIER P,80010,DISTRICT
10318,QUARTIER Q,80010,DISTRICT
10319,QUARTIER R,80010,DISTRICT
10320,QUARTIER S,80010,DISTRICT
10321,QUARTIER T,80010,DISTRICT
10322,SECTEUR BALNEAIRE,80010,DISTRICT
10323,ZONE TOURISTIQUE,80010,DISTRICT
10324,COMPLEXE AIT SOUSS,80020,DISTRICT
10325,HAY HASSANI,80020,DISTRICT
10326,LOT AL FAIZ,80020,DISTRICT
10327,QUARTIER 101,80020,DISTRICT
10328,QUARTIER 111,80020,DISTRICT
10329,QUARTIER 112,80020,DISTRICT
10330,QUARTIER 113,80020,DISTRICT
10331,QUARTIER 114,80020,DISTRICT
10332,QUARTIER 19,80020,DISTRICT
10333,QUARTIER 20,80020,DISTRICT
10334,QUARTIER 21,80020,DISTRICT
10335,QUARTIER 22,80020,DISTRICT
10336,QUARTIER 6B,80020,DISTRICT
10337,QUARTIER AMSERNATE,80020,DISTRICT
10338,QUARTIER C2,80020,DISTRICT
10339,QUARTIER C3,80020,DISTRICT
10340,QUARTIER D1,80020,DISTRICT
10341,QUARTIER D2,80020,DISTRICT
10342,QUARTIER D3,80020,DISTRICT
10343,QUARTIER EL KASBAH,80020,DISTRICT
10344,QUARTIER HABITAT AMELIORE,80020,DISTRICT
10345,QUARTIER INDUSTRIEL BOUTCHAKAT,80020,DISTRICT
10346,QUARTIER LAAZIB TAHTANI,80020,DISTRICT
10347,QUARTIER LAZARET,80020,DISTRICT
10348,QUARTIER MUNICIPAL,80020,DISTRICT
10349,QUARTIER TILDI,80020,DISTRICT
10350,QUARTIER USINES,80020,DISTRICT
10351,SOUK EL HAD,80020,DISTRICT
10352,BLOC LOGEMENT SOCIAL EL KHIAM,80030,DISTRICT
10353,COOPERATIVE ARTISANALE,80030,DISTRICT
10354,HAY EL FARHA,80030,DISTRICT
10355,HAY SIDI MED,80030,DISTRICT
10356,QUARTIER AMICALES DES FONCTIONNAIRES,80030,DISTRICT
10357,QUARTIER ANAHDA,80030,DISTRICT
10358,QUARTIER ANWAR SOUSS,80030,DISTRICT
10359,QUARTIER CHARAF,80030,DISTRICT
10360,QUARTIER COS,80030,DISTRICT
10361,QUARTIER COS -ONE,80030,DISTRICT
10362,QUARTIER EL MANZEH,80030,DISTRICT
10363,QUARTIER EL MENZEH / CGI,80030,DISTRICT
10364,QUARTIER ENSEMBLES IMMEUBLES EL MENZEH / CGI,80030,DISTRICT
10365,QUARTIER ERAC IHCHACH,80030,DISTRICT
10366,QUARTIER EXTENSION X,80030,DISTRICT
10367,QUARTIER MARINS PECHEURS,80030,DISTRICT
10368,QUARTIER ONE,80030,DISTRICT
10369,QUARTIER TADART II,80030,DISTRICT
10370,QUARTIER TADDARTE 1,80030,DISTRICT
10371,BLOC PROGRAMME ZERKTOUNI I,80040,DISTRICT
10372,CITE MUNICIPALE,80040,DISTRICT
10373,DERB AIT EL ARBI,80040,DISTRICT
10374,DERB ALI BEN EL QAID,80040,DISTRICT
10375,DERB AOUK,80040,DISTRICT
10376,DERB BAADI,80040,DISTRICT
10377,DERB EL HEMMAM,80040,DISTRICT
10378,DERB EL ISSAOUI,80040,DISTRICT
10379,DERB M'BAREK,80040,DISTRICT
10380,DERB TAAISSATE,80040,DISTRICT
10381,DIOUR JDAD,80040,DISTRICT
10382,HAY MOULAY RACHID,80040,DISTRICT
10383,HAY NAJAH,80040,DISTRICT
10384,LOT AFOULKI,80040,DISTRICT
10385,LOT AGHARASS,80040,DISTRICT
10386,LOTISSEMENT LAGOUIRA,80040,DISTRICT
10387,QUARTIER 621,80040,DISTRICT
10388,QUARTIER 625,80040,DISTRICT
10389,QUARTIER 629,80040,DISTRICT
10390,QUARTIER 633,80040,DISTRICT
10391,QUARTIER ALI BELKAID,80040,DISTRICT
10392,QUARTIER ANAJAH,80040,DISTRICT
10393,QUARTIER BIDONVILLE EL KHIYAM,80040,DISTRICT
10394,QUARTIER CHATEAU D'EAU,80040,DISTRICT
10395,QUARTIER EL KHIYAM I,80040,DISTRICT
10396,QUARTIER EL KHIYAM II,80040,DISTRICT
10397,QUARTIER ERAC BOUARGANE,80040,DISTRICT
10398,QUARTIER MOULAY RACHID,80040,DISTRICT
10399,QUARTIER ZERKDI,80040,DISTRICT
10400,HAY AL MASSIRA,80050,DISTRICT
10401,HAY SIDI YOUSSEF,80050,DISTRICT
10402,MARCHE MASSIRA,80050,DISTRICT
10403,NOUVEAU QUARTIER DES ADMINISTRATIONS PUBLIQUES,80050,DISTRICT
10404,QUARTIER ANNEXE FACULTE IBN ZOHR,80050,DISTRICT
10405,QUARTIER EXTENSION MASSIRA,80050,DISTRICT
10406,QUARTIER PROGRAMME IFRANE 2,80050,DISTRICT
10407,RIAD SALAM,80050,DISTRICT
10408,BLOC C,80060,DISTRICT
10409,BLOC E,80060,DISTRICT
10410,BLOC F,80060,DISTRICT
10411,BLOC G,80060,DISTRICT
10412,BLOC H,80060,DISTRICT
10413,BLOC PROGRAMME AL MOKHTAR ASSOUSSI,80060,DISTRICT
10414,CITE UNIVERSITAIRE,80060,DISTRICT
10415,DOUAR RJAFLLAH,80060,DISTRICT
10416,HAY AL QODS,80060,DISTRICT
10417,HAY AL QODS A,80060,DISTRICT
10418,HAY AL WAFA,80060,DISTRICT
10419,HAY AL QODS B,80060,DISTRICT
10420,HAY DAKHLA,80060,DISTRICT
10421,HAY DAKHLA BLOC C,80060,DISTRICT
10422,HAY DAKHLA BLOC D,80060,DISTRICT
10423,HAY DAKHLA BLOC E,80060,DISTRICT
10424,HAY DAKHLA BLOC F,80060,DISTRICT
10425,HAY DAKHLA BLOC G,80060,DISTRICT
10426,HAY DAKHLA BLOC H,80060,DISTRICT
10427,HAY EL FIDIYA,80060,DISTRICT
10428,QUARTIER A2,80060,DISTRICT
10429,QUARTIER A4,80060,DISTRICT
10430,QUARTIER A5,80060,DISTRICT
10431,QUARTIER A6,80060,DISTRICT
10432,QUARTIER A7,80060,DISTRICT
10433,QUARTIER A8,80060,DISTRICT
10434,QUARTIER ABTTIH,80060,DISTRICT
10435,QUARTIER AL FIDDIA,80060,DISTRICT
10436,QUARTIER ASSA,80060,DISTRICT
10437,QUARTIER ASWAK ASSALAM,80060,DISTRICT
10438,QUARTIER B4,80060,DISTRICT
10439,QUARTIER BOUJDOUR,80060,DISTRICT
10440,QUARTIER C 1,80060,DISTRICT
10441,QUARTIER C 2,80060,DISTRICT
10442,QUARTIER C 3,80060,DISTRICT
10443,QUARTIER DAKHLA,80060,DISTRICT
10444,QUARTIER E 10,80060,DISTRICT
10445,QUARTIER E 11,80060,DISTRICT
10446,QUARTIER E 12,80060,DISTRICT
10447,QUARTIER E 13,80060,DISTRICT
10448,QUARTIER EXTENSION DAKHLA,80060,DISTRICT
10449,QUARTIER F 10,80060,DISTRICT
10450,QUARTIER F 11,80060,DISTRICT
10451,QUARTIER F 13,80060,DISTRICT
10452,QUARTIER F 14,80060,DISTRICT
10453,QUARTIER F 15,80060,DISTRICT
10454,QUARTIER F 16,80060,DISTRICT
10455,QUARTIER F 17,80060,DISTRICT
10456,QUARTIER F 19,80060,DISTRICT
10457,QUARTIER F 20,80060,DISTRICT
10458,QUARTIER F 4,80060,DISTRICT
10459,QUARTIER F 6,80060,DISTRICT
10460,QUARTIER F 9,80060,DISTRICT
10461,QUARTIER F S,80060,DISTRICT
10462,QUARTIER FIDDIA II,80060,DISTRICT
10463,QUARTIER G 4,80060,DISTRICT
10464,QUARTIER G 5,80060,DISTRICT
10465,QUARTIER G 6,80060,DISTRICT
10466,QUARTIER G 7,80060,DISTRICT
10467,QUARTIER GARE ROUTIERE,80060,DISTRICT
10468,QUARTIER INSTITUT AL QALAM,80060,DISTRICT
10469,QUARTIER LAAYOUNE,80060,DISTRICT
10470,QUARTIER LAGOUIRA,80060,DISTRICT
10471,QUARTIER LAKHYAM AL JADID,80060,DISTRICT
10472,QUARTIER LES FACULTES UNIVERSITE IBN ZOHR,80060,DISTRICT
10473,QUARTIER PROGRAMMES : MABROUKA + AL WID,80060,DISTRICT
10474,QUARTIER PROGRAMMES / RIAD AHL SOUSS + AL BOUSTANE,80060,DISTRICT
10475,SOUK AL MASSIRA NAMOUDAJI,80060,DISTRICT
10476,HAY AL HOUDA,80070,DISTRICT
10477,HAY ESSALAM,80070,DISTRICT
10478,DOUAR AHLAKA,80080,DISTRICT
10479,HAY AL MOHAMMADI,80080,DISTRICT
10480,HAY MOHAMMADI,80080,DISTRICT
10481,QUARTIER AIT EL MOUDEN,80080,DISTRICT
10482,QUARTIER AIT TAOUKTE,80080,DISTRICT
10483,QUARTIER IGHIL OU DARDOUR,80080,DISTRICT
10484,QUARTIER ILIGH,80080,DISTRICT
10485,QUARTIER IMOUNSSISSE,80080,DISTRICT
10486,BLOC BANZA,80090,DISTRICT
10487,CARRIERE AL GUINIG,80090,DISTRICT
10488,CARRIERE DAYDAY,80090,DISTRICT
10489,HAY AL AMAL,80090,DISTRICT
10490,HAY AL ISMANTE,80090,DISTRICT
10491,LOT HASSANIA,80090,DISTRICT
10492,QUARTIER AGHDISS,80090,DISTRICT
10493,QUARTIER AGHZDISS,80090,DISTRICT
10494,QUARTIER AL MACHROUA AL IJTIMAAI,80090,DISTRICT
10495,QUARTIER AL WAHDA,80090,DISTRICT
10496,QUARTIER AL WAHDA 1,80090,DISTRICT
10497,QUARTIER AL WAHDA 2,80090,DISTRICT
10498,QUARTIER ANZA CENTRE,80090,DISTRICT
10499,QUARTIER D BARRAQUE,80090,DISTRICT
10500,QUARTIER E13,80090,DISTRICT
10501,QUARTIER E14,80090,DISTRICT
10502,QUARTIER E15,80090,DISTRICT
10503,QUARTIER INDUTRIEL ANZA,80090,DISTRICT
10504,QUARTIER JIOUAR AL MALAAB,80090,DISTRICT
10505,QUARTIER JIOUAR KRARA,80090,DISTRICT
10506,QUARTIER JIOUAR PROJET SOCIAL,80090,DISTRICT
10507,QUARTIER JIOUAR RIGADA,80090,DISTRICT
10508,QUARTIER JIOUAR SOUK,80090,DISTRICT
10509,QUARTIER JIOUAR UNIMER ETAMER,80090,DISTRICT
10510,QUARTIER KARYAN AL GHAZWA,80090,DISTRICT
